Gene	uvb1_S1	uvb2_S2	uvb3_S3	uvb4_S4	clone2a_S5	clone2b_S6	clone2c_S7	clone2d_S8
GM29482	0	0	0	0	0	0	0	0
LCP2	0	0.361411	0	0	0.24723	0	17.9989	11.253
PDGFRL	0	0	0	17.8223	0	0	0	4.8114
SNCAIP	21.6843	14.9113	11.1304	15.7772	3.54857	5.23069	8.44481	14.707
AC131029.2	56.7952	0	30.4084	0	56.8201	97.0494	66.0145	32.9125
SEC16B	13.4531	12.2531	5.86319	17.3848	18.0246	0	9.4655	42.1024
PTPN14	4.38846	37.4211	162.292	0	84.5737	0	0.0253418	12.9591
APBB2	0	0	4.05338	86.2501	12.8318	139.361	57.8278	34.5594
AC116115.2	0	0	0	0	0	0	0	0
GM14727	0	0	0	0	0	0	0	0
DNASE2A	8.33861	0.0140747	7.95411	11.618	3.11309	33.0883	17.3524	13.5981
DLEU2	26.375	34.0693	55.3712	10.0007	157.229	63.9333	79.1861	31.3071
IL1RAPL1	0	0	0	0	0	0	0	6.5964e-10
GHR	81.3163	79.5919	61.0125	61.1638	11.1821	57.8774	56.4178	59.3095
OLFR568	0	0	0	0	0	0	0	0
ZFP266	297.173	31.6985	21.2673	82.3549	217.63	0	65.6153	78.1621
ALMS1	0	0	0	0.0307474	0	0	0.944346	2.66949
FHL3	283.445	442.578	438.882	388.313	484.505	293.373	347.928	416.027
GM17936	0	0	0	0	0	0	0	0
GM23610	0	0	0	0	0	0	0	0
GM37035	0	0	0	0	0	0	0	1.14131
GM14000	0	0	0	0	0	0	0	0
GM45807	0	0	0	0	0	0	0	0
CPEB2	27.6026	0	11.957	8.80693	0.130599	0	8.84015	2.03148
GM3943	0.0775685	2.69412	0	0	0	0	0.443889	0.135319
OLFR189-PS1	0	0	0	0	0	0	0	0
TMED11	0	0	17.7016	0	0	0	4.7787	0
GM20531	0	0	0	0	0	0	0	0.0422101
IGKV16-104	0	0	0	0	0	0	0	0
LOR	0	0	0	0	0	0	0	0
MYH4	0	3.20501	7.06529	5.86285	3.84013	5.47001	12.3693	18.9502
GM31211	0	0	0	0	0	0	0.0526458	0
GM6587	0	0	0	0	0	0	0	0
LT629154.10	0	0	0	0	0	0	0	0
DHX38	0	0	0	0	0	0	0	0
GM1330	25.2096	42.1423	31.2296	40.4505	271.281	0	96.8203	38.1129
NSMCE2	0	0	0	0	0	0	0	0.867744
IGLV1	0	0.0603799	0	38.9516	0	2423.17	0	0
GM10704	10.154	4.92931	8.66102	0	14.7553	4.64443	1.82078	6.79877
CST8	0	1.29101e-10	9.68898	2.06956	2.58005	11.3466	0.0192209	1.44038
MIR6381	0	0	0	0.0349053	0	0	0	0
BRINP1	0	0	0	0	0	0	1.61297	0.500348
ESP36	0	0	0	0	0	0	34.85	6.34719
GM5868	0	0	0	0	0	0	0.00572452	0
RIN1	5.28431	0	8.42036	9.63947	27.5085	10.6335	6.82072	2.681
GM29468	0	0	0	0	0	0	0	0
MAMSTR	0	0	5.7717	0	0	0	49.9474	22.2701
OLFR1058	0	0	0	0	0	0	0	0
CDK8	0	25.5003	0	48.8478	13.4754	0.972163	0	4.60281
AL591952.3	0	0	0	0	0	0	0	0
A130023I24RIK	0	0	0	0	0	0	0	0
GM17039	5.49429	0	7.56643	0	0	0	30.2799	0.579711
RSF1OS2	0	0	0.0134745	0	0	0	0	4.327
MMS22L	29.3689	19.6958	14.9429	23.1773	9.91927	0.237435	8.16744	17.1223
N-R5S114	0	0	0	0	0	0	0	0
A330074H02RIK	0	0	0	0	0	0	0	0
AC115304.1	0	0	0	0	0	0	0	0
TLR8	0.0166815	0	0	0	0	0	0	15.7361
GM14396	0	0	0	0	0	0	0	0
TOGARAM2	9.49169	24.9221	12.5	11.5134	12.6188	34.5269	8.21925	18.072
VMN1R29	120.373	83.6602	32.716	52.9656	1.48913	162.578	72.8583	58.5455
ASB6	0	0	4.43129	44.8848	0	0	8.99173	0
GM11877	0	0	3.75102	0	0	0	0	7.63673
ESRRA	0.42799	45.5143	15.0433	22.4017	46.7305	0	25.3665	4.44212
AC165106.3	0	0	0	0	0	0	0	0
SERPINB3B	0	0	0	0	5.67982	130.292	0	0
GM25618	0	0	49.3916	24.8001	109.528	0	244.226	209.057
TBCK	0	0	0	3.55234	0	0	0	7.78713
KYAT1	4.20755	34.018	13.8191	31.6404	17.1299	10.7744	24.5089	22.2193
OLFR781	0	0	0	0	0	0	0	0
UQCRC2	0	0	0	21.0797	0	0	22.3595	2.1904
UBE2K	5.24504	0	94.5393	22.1506	11.2739	61.2718	23.6338	62.5825
VMN1R-PS78	0	0	0	0	0	0	0	0
RNASE1	0	0.0418376	0	0	0	0	0	0.0351683
ALS2CL	3.73214	0	13.148	5.71743	0	0	0	3.44042
CIRBP	21.8044	0	3.20854	0	9.37874	3.61372	1.06175	12.144
MRM1	11.5967	16.8817	31.2223	2.4993	13.1585	11.0233	5.76588	11.1177
GM48690	0	0	141.337	30.54	44.6086	0	15.1609	49.7586
OLFR580-PS1	0	0	0	0	0	0	19.5237	0
CTPS2	63.5928	460.601	19.2324	0.0630241	34.918	12.0491	46.4548	111.084
GM19256	0	0	0	0	0	0	0	0
ACTG2	194.039	0	0.517926	18.2994	70.3272	201.29	149.521	28.8626
LDHD	0	0	0	0	0	0	0	0
SYT1	19.4311	0	0	13.8068	87.89	0	121.103	4.4561
4933438A12RIK	5.34783	0	0	0	0	0	1.06631	0
XPO6	54.8074	160.072	287.943	127.278	237.695	485.818	33.4311	34.5522
PINLYP	0	0	0	0	0	0	0	0
GM29178	2.65262	0	0	27.9471	0	0	8.81526	6.62193
GM8034	0	0	0	0	0	0	0	0
GM47312	0.0864518	0	0.605488	1.91625	0	0.852735	0	2.34124
WDR46	0	0	0.00358012	0.0076281	0	0	0	0
FMN2	0	0.19258	0	0	0	0	0	1.71295
XKR5	0	0	0	0	0	0	0	0
GM24220	0	24.1543	0	0	0	0	37.3313	7.20707
RHBDF1	38.0163	0.273141	38.3353	1.17382	44.039	0	2.39188	40.7934
GM11842	0	0	0	0	0	0	0	0
DCDC2C	0	0	86.6592	49.8409	253.132	0.743737	18.1313	53.2468
GANAB	25.3796	44.749	7.6419	17.7961	60.5973	38.6223	22.7951	41.7667
GM15527	0	6.31948	0	2.48974	18.4649	0	0.275298	0
SLC16A6	0.24506	0.0340109	4.3411	0.0047244	0.170036	0	0.940841	5.78286
GM20428	0	0	0	0	0	0	0	0
GM12838	0	0	0	0	6.09081	0	0	0
HOXA1	1.60699	0	6.44398	1.94242	0.333904	0	17.3297	1.19303
SGSM3	0.0365819	500.356	429.032	483.903	562.858	187.8	334.192	542.834
NRIP1	0	43.7715	9.9919	0.0626298	0	0	6.22174	0
GM4450	0	0	0	30.0394	17.1755	0	6.71077	2.97469
ZP4-PS	0	0	0.73973	0	0	0	0	4.6453
DIAPH2	4.94084	0.212578	3.46172	4.38973	0.0166236	0.215647	2.94393	5.09041
GM42863	0	0	0.0360873	0	0	0	0	0
GM10720	0	0	0	0.257039	0	0	0	2.03195e-07
GM48087	0	0	6.15111	7.89415	0	0	5.62641	1.75641
ZEB1	3.84458	4.7586	24.7742	0.497945	0	0	27.7394	4.189
HECW2	0	0	1.90938	0	0	0	0	0
MRPS2	20.6728	24.5758	19.3731	68.1926	0	0	35.3829	13.6152
ARMCX1	197.363	11.1074	33.7128	57.4911	0.020928	7.18457e-07	31.7204	39.0283
KLF11	0	0	0	0	21.6899	0	0	2.92009
GM37716	0	84.6013	29.033	0	0	0	91.7334	35.5035
MDK	14.5873	3.76926	0.00546928	0.203474	2.64366	0	3.68753	8.20811
FBXL2	37.7695	0	41.5954	3.49912	18.4361	0	31.8368	27.2094
SPAG4	7.21782	10.479	66.4115	18.8684	0	0	110.155	33.9496
STARD9	3.31797	179.766	46.5123	41.8047	79.559	125.359	20.6957	30.3956
MTHFSD	119.302	45.623	80.0701	119.775	216.131	32.6844	116.945	184.074
ARRDC1	0	0	0	0	0	0	0	13.0416
PRR12	0	0	0	0	0	0	0	0
GM25327	0	0	0	0	0	0	0	0
FCHSD2	0	0	9.12154e-06	1.68058	0	0	0	2.09413
PEX6	29.8218	20.0515	31.616	55.3256	37.482	108.033	51.4316	48.196
ECEL1	0	0	0.160631	0	0	0	0	0
GM48499	0	0	0	0	0	0	0	0
GM48153	0	0	0	0	0	0	0	0
COLCA2	0	0	11.9067	0	40.7018	0.368112	3.98243	4.54041
GM2916	0	0	0	0	0	0	0	0
GM43732	45.9746	0	0	33.3681	0	0	0	28.2912
CNOT3	0	0	0	0	0	0	0	14.2508
BAX	92.6141	82.1574	87.2639	52.4061	39.2883	0	15.0315	2.54893
GM26648	0	0	0	0	0	0	0	0.135666
CYP2D9	14.4112	77.5437	0.33776	0	0	0.257733	3.26499	34.9555
UBE2L3	0	3.04993	0.037851	0.72013	8.84622	0	3.20178	1.81541
OLFR639	0	0.0565031	4.69279	0	10.258	0	0	0
DLGAP3	0	1.09884	0	3.82862	0.318388	0.227992	0	0
GM5309	0	0	0	0	0	0	0	0
GM7986	0	0	9.75629	0	0	0	0	3.59333
STXBP5L	9.30291	2.812	10.0347	3.0655	24.5172	0	11.2772	19.6433
NTRK2	39.0556	51.9141	22.5536	40.2475	45.5363	177.002	59.9038	47.4225
MIR5618	0	0	0	0	0	0	0	0
GM26807	0	0	0	0	0	0	0	0
GM32390	0	0	0	0	0	58.456	0	16.6174
BTBD2	175.606	123.442	199.754	165.427	241.491	196.538	177.28	273.805
MRPL4	0	37.3126	16.8007	16.4101	43.7395	7.48361	12.0157	12.6751
GM12383	0	0	0	0	0	0	0	0
4931429P17RIK	0	0	0	0	0	0	0	0
GM10240	6.63981	5.52993	0.509655	0	2.01197	0	2.81147	1.40806
ARHGAP39	11.3339	10.5702	49.5807	0	0	0	69.7375	4.0013
MAL2	0	0.048177	0	0	0	0	0.0152807	0.458044
GM43305	0	0	0	0	0	0	0	0
GJA4	0	0	0	0	0	0	0	0
OLFR905	0	0	0	0	0	0	0	0
PM20D2	0.0130687	0	0	0	0	0	0	0
VMN1R-PS74	0	0	0	0	0	0	0	0
ERI3	0	0	23.704	0	156.058	0.527753	1.90593	5.98545
GM21977	0	0	0	0	0	0	0	0
KRT8	0	0	0	0	0	0	130.387	0
MAP3K2	0	0	0	0	0	0	4.72348	3.42551
SPRY4	0	0	0	0	0	0	0	0
GM14052	0	0	4.12211	0	0	0	1.0392	0
GM21907	0	0	0	0	0	0	0	0
OLFR609	0.0197183	0	12.3016	6.16307	0.998674	0	13.1921	16.5245
PIRB	0.146083	309.843	4.34603	102.282	162.911	0	33.0606	2.55697
BCL6B	0	0	73.8779	0	0	0	0	28.793
GPR161	0	0	3.83579	0	0	0	0	0
THAP12	21.239	0	3.00177	21.3456	0	0	0	35.3752
GM12039	0	0	0	0	0	0	0	0
GM13522	0	1.33125	0	0.771979	0	0	24.8403	0.101679
A1BG	0	0	237.405	40.1933	214.447	0	0	0
DNAAF2	0	0	0	0	0	0	0	0
GM42524	0	0	0	0	0	0	0	12.0653
GM16310	0	0	10.7583	44.0243	0	0	0	0
PKIB	39.1704	8.78388	0.169521	1.50927	34.7926	1.42541	10.9745	49.1788
KAT6B-PS2	0	0	0	0	0	0	0	0
GM47841	0	0	0	117.92	0	304.059	0	0
4930413G21RIK	0	0	0	0	0	0	0	0
ADAL	95.997	2.69681	40.797	55.7449	112.857	88.8534	40.7431	52.4548
GLDNOS	0	0	0	0	0	0	0	0
GM28008	0	0	0	0	0	14.7673	9.94571	0
GM37067	0	0	0	0	0	0	0	0
TSHB	0	0	0	0	0	0	0	0
MAPK1	113.797	53.0306	121.029	104.149	170.675	49.5753	143.306	112.526
OLFR402	0	0	0	0	0	0	0	0
ZC3H12C	0	0	0	0	7.60009	0	0	0
TBRG4	2.75614	0.0659924	22.0266	4.75743	0.051947	27.1857	46.0722	10.8945
GM6121	0.300406	0	0	0	0	0	0	0
MKRN2OS	0	0	0	0	0	0	0	0
ADCYAP1R1	0	69.2003	51.3395	34.4684	61.6832	0	5.7773	20.2808
SPINK11	0	0	0	6.61559	0	0	30.9127	0
GM14053	26.4296	107.494	77.7792	51.2786	81.5473	60.7854	80.4082	98.1174
FAM89B	16.5251	11.3199	29.6788	0	2.9774	38.3151	39.1385	28.2298
TERT	33.4174	154.559	30.0688	24.5022	39.3328	0	27.2272	49.108
RNASEH2B	0	0	0.00652595	41.5069	41.8581	9.06824	3.20166	14.8277
BPIFB9A	0	0	0	0	0	0	0	1.91484
OLFR1193	17.5716	14.2787	2.83793e-05	18.5127	3.38478	0	19.7967	1.31573e-05
GM37229	0	0	0	0	0	0	0	0
NAT8F7	0	0	0	0	0	0	0	0
MYL3	0.0218552	8.86549e-05	10.2382	23.7841	55.7544	0	0.86206	5.86742
GALNT6OS	3.08994	0	0	6.85155	0	0	1.12423	0
EFNB2	0	10.3636	15.0682	0	10.6941	0	0	1.00849
MBTPS2	12.0088	0.389351	1.93955	7.47892	0	0	0	0.148553
ERP29	0.30262	3.22251	8.22346	6.99811	19.3562	0	14.4606	17.6837
GM47001	0	0	0	0	0	0	0	0.497112
IGKV3-9	0	0	0	0	0	0	0	0
OLFR1140	0.0105899	0	21.0363	21.8447	0.0127913	0	0.0173645	0.00905198
CARM1	22.7976	60.7696	30.6166	102.052	63.016	0.00621768	39.9969	30.6616
MSANTD1	0.0217328	0	0.014347	0.0201768	0	0	2.66224	4.69458
COPS4	3.50531e-07	0	13.9569	0.0127942	0	0	9.67836	12.4253
GM12502	1.05493	0	0	0	24.5127	0	12.6249	0
ZDHHC22	0	0	0.0109026	0	0	0	0	3.43348
LRP6	0	0	7.77832	0	0	0	0	0
SLC47A1	2.02912	38.7878	1.64657	25.3496	10.1293	0	34.2473	25.819
DNAH11	0	6.23583	29.6004	1.67659	0	0	7.18158	14.9317
GM6313	0	0	0	0	0	0	0	0
GM45220	0	0	0	0	0	0	0	0
GCNT3	0	0	1.27795	0	0	0	0	0.019505
ZFP319	0	0	0	0	0	0	0	0
PITPNA	0	122.846	0	0	0	0	0	11.622
ELAVL3	7.02872e-08	1.00511e-07	69.7149	2.65721e-08	3.68326e-08	78.3237	7.12573e-08	9.10223e-09
GM11571	0	0	0	0	0	0	0	0
SHOC2	11.9289	21.5157	19.5535	7.759	0	2.20523	24.3733	96.1038
RRAS2	0	4.75354	3.2661	0	0	0	3.77318	0
APEX2	0	11.6062	0.373217	86.302	0	13.0921	0.168587	15.2595
VPS52	10.9584	0.342846	22.9991	0.176028	9.30401	0	36.3982	62.2804
SMG9	0	67.8029	22.2676	42.1478	25.1632	27.7421	44.6875	29.5547
TEX14	2.1071e-07	0	0	0	10.0703	0	0	1.8395
PRKAG2OS1	0	0	0	0	0	0	0	0
DMRTA2OS	0	0	0	0	0	0	0	0
SSTR1	0	0	0	0	0	0	0	0
FABP9	0	0	0	0	0	0	0	0
GM10400	0	0	0	0	0	0	0	0
GM42656	0	0	0	0	0	0	0.211452	0.328247
AC102569.1	0	0	1.92846e-08	0	0	0	0	0.541448
GM45693	0	0	0	0	0	0	0	0
GM48858	0	0	0	0	0	0	0	0
SIRT5	15.3754	0	47.617	50.0206	0	0	27.7409	7.82394
TAS2R131	0	0	0	0	0	0	0	0
GM2602	0	0	0	0	0	0	0	0
GM16159	0	0	0.0519664	0	0	0	0	0
4930569F06RIK	0	0	0	0	0	0	0	0.0201222
DNAJC19	0	0	0	0	0	0	0	0
CCDC138	0	0	0	0	0	0	0	0
GM34654	0	0	0	0	0	0	0	0.0652426
MIOS	0	3.80063e-08	3.20786	6.47328	0	0.33594	10.9789	7.04116e-11
GBP10	0	0	0	0	0	0	0	0
PTK2	0.162809	29.4216	1.05625	196.136	0.144054	0.0350983	3.37193	52.9197
GM4793	0	0	0	0	0	0	0	0
GM45887	0	0	3.32076	0	0	0	0.0462018	3.22318
RAD23A	0	0	46.2995	13.3984	32.4519	2.52648	0.200627	4.48398
MUP-PS11	0	0	0	0	0	0	0	0
DLD	16.3033	8.42198	0	0.385328	288.072	11.6768	4.43512	21.5312
GM37612	25.2609	0	45.8548	18.209	0	0	18.6052	0
MUP-PS6	0	0	0	0	0	0	0	0
AAGAB	7.84201	0.0190433	29.2691	9.95568	9.81912	0	0	3.50558
PQLC3	502.53	672.382	837.062	662.643	1495.05	939.322	1477.74	1739.98
GM42573	0	0	0	0	0	0	0	0
SP1	5.7798	217.484	33.1048	24.2614	0	0	24.0761	21.8274
ETFB	0	0	11.4956	10.5503	0	0	0	0
4930511M06RIK	11.0805	0	17.5643	0	0	0	6.84028	0
GM1141	8.40816	13.6994	9.89549	5.93417	6.7797	0	5.14932	9.07531
HDGFL1	0	0	0.026015	0	0	0	0	3.21844
GM29052	3.20773	0	0	0	14.5363	5.89923	0	0
COP1	41.0796	0	3.34447	20.6683	11.2122	20.3133	17.4933	11.202
GM28685	0	0	0	0	0	0	0	0
CMBL	0	0	0	0	0	0	0	0
LPAR3	8.27688	20.1153	0	0	0	0	0	21.9675
WDR76	0	0	5.99699	1.78921	11.8779	0	0	1.40072
GM28413	0	0	0	0	0	0	0	0
GM25817	0	0	0	5.6636	0	0	0	0
URI1	18.891	25.3228	19.2059	9.19119	14.8946	0	44.5348	51.7007
TSEN34	20.275	4.13109	12.3244	4.68411	17.08	0	1.37061	47.9308
GM24609	0	0	13.4964	0	15.5244	0	0	0
FBXW17	20.5713	29.4073	50.8519	44.9954	0	85.6211	50.5007	29.2005
GM21118	0	0	0	11.0786	0	0	0	29.2367
AC113203.3	6.57288	0	0.0140954	0	0.0321388	0.635762	0.0109391	1.73703
PIGA	493.137	410.963	313.867	385.09	41.5217	708.914	77.8422	300.456
TAPT1	0	4.49887	0	0	0	0	7.64824	0
AC164978.1	0	0	0	0	0	0	0	0
IRGC1	56.9507	2.08266	19.5988	17.5339	0	87.7931	43.7992	36.0525
KCNG2	0	66.3391	44.5741	0	0	0	0	45.0363
PTPN6	25.742	25.233	86.8033	45.4875	76.7074	0	62.1818	150.842
GM7367	0	0	0	0	0	0	0	0
E230001N04RIK	0	0	0	0	0	0	0	0
CSN1S1	0	48.138	4.61357	77.0694	0	0.658352	42.3528	0.254957
OLIG3	0	0	0	0	0	0	0	0
ZFP85	0	0	0	0	0	0	0	0
5031425F14RIK	0	0	0	0	0	585.783	0	0
CTNNA1	0	0	0	0	0	0	0	0
RPL30	9.32739	0	12.6442	30.8772	0	14.9271	5.71868	23.9372
OLFR626-PS1	0	0	0	0	0	0	0	0
CAPN1	21.3964	10.434	21.3708	33.5176	44.0502	0	15.6312	26.6366
C330019F10RIK	0	0	0	7.45157	0	0	7.95442	0
EXOSC3	0	0	26.8372	31.9991	0	0	33.5591	6.60356
GM8165	0	1.01065	40.98	0	0	0	9.32613e-09	16.3518
C1QTNF1	16.9725	76.68	33.2713	56.1749	0	61.952	49.5709	31.9791
NLE1	50.3964	33.2031	23.2092	13.6385	16.1636	0	10.3929	25.0405
CENPH	0	0	0	0	0	0	0	0
TRPM7	307.497	257.319	215.593	152.706	207.397	230.47	260.03	406.145
PBX1	0	0	1.80225	0	0.0489009	0.0249592	0.0236359	20.5754
OLFR510	0.00295867	0.000527148	0.000804475	4.54889	1.9829e-05	0	0	6.60689e-05
GM30373	0	0	0	0	0	0	0	0
4930467E23RIK	0	0	0	0	0	0	0	0
N-R5S149	0	0	0	0	0	0	0	0
GM23550	0	0	0	0	0	0	0	0
VMN2R34	2.97976	0	0	0	0	63.9435	0	0
AQP3	0	0	0	0	0	0	7.38294	2.30573
GM18041	0	0	0	0	0	0	0	0.169997
SPRR2A1	4.13036	0	17.5678	16.243	9.87222	35.7661	17.2026	10.9497
NT5C2	0	0	0.942633	0	0	0	0	0
GM9877	0	0	0	0	0	0	0	0
GM13201	9.01214	11.4694	0	0	0	12.4262	0	0
GM5733	0	0	0	0	0	0	0	0
PCDH1	0	0	0.011627	21.823	0	0	0.100525	2.23041
MAOB	0	57.5338	24.7591	87.3743	120.552	0	4.47568	0
GM5075	0	0	0	0	0	0	0	0
ATF7IP2	2.3494	5.38174	1.99574	5.38177	0.826393	14.4623	8.35698	4.66448
GM3594	0	0	0	0	13.7187	0	0.059313	3.26347
PPM1N	82.2557	50.3599	29.6111	44.7411	6.8325	88.9471	6.78294	0
PTCHD4	14.1134	21.4891	5.96772	6.52615	8.17515	16.1989	7.82756	14.634
GM26296	0	0	0	0	0	0	0	0
PER2	0	11.9684	0.531475	2.12219	8.21714	11.0707	4.06502	3.19986
GM9369	0	0	0	0	0	0	0	0
GM20415	0	163.845	1.11138	0	50.5447	0	48.2689	0
SPRED2	0	15.7119	3.46524	33.5745	0	0	0	18.887
DLGAP4	260.236	258.869	304.938	184.839	0	227.456	245.647	221.518
GRK4	0	0	17.2401	0	0	0	0	0
GM5649	0	0	0	0	0	0	0	0
CSPRS	0	0	92.1953	61.9906	55.1179	52.2343	5.20709	0
PLPP5	13.3075	35.9331	18.7768	1.75669	21.1044	0.983343	56.1759	49.3021
4930519G04RIK	0	0	0	11.8745	0.0839799	48.4182	0	0.0193426
SCNN1G	0	0	0	0	0	0	0	0
GM8596	0	0	0	0	0	0	0	0
FAM229B	129.034	0	45.754	72.6126	0	0	4.20424	10.1144
HOXA3	217.688	75.2474	206.532	141.86	134.976	605.715	80.8345	65.066
GM44174	0	0	17.733	0	0	0	0	7.48832
B4GALNT4	0	0	0	0	0	0	0	0
CDC42SE1	0	78.6121	8.55377	1.65954	29.1138	326.885	75.4483	117.736
BTBD17	63.3709	0.890301	16.2264	3.74301	71.8033	4.40756	22.4322	70.6065
1700111E14RIK	0	23.274	8.95253	9.17568	0	0	0.622605	4.40866
PIP	30.6597	0.0244203	10.5678	11.3488	0.228922	0	4.87309	15.9915
EPN2	8.57044	24.2276	20.6144	17.1796	5.49019	19.141	1.33753	12.5918
TACR1	39.5446	28.905	45.7125	11.614	43.0894	74.2328	53.1447	35.1781
PTPN5	15.8497	91.0711	30.9896	3.37501	19.7447	413.454	22.594	55.0857
DOHH	5285.08	5182.18	3751.64	3668.89	8279.02	4755.55	6589.69	9503.64
DYNLL2	52.6534	0	9.44335	38.4986	0	0	56.6955	0
1500011B03RIK	0	0.14894	0.283493	0	0.39939	0	0.314454	1.89453
GM39228	0	0	0	0	0	0	0	0
GM19710	0	0	0	0	15.9677	0	0	0.381606
AC113595.2	0	0	0	0	0	0	0	0
TRAV4D-3	0	0	0	0	0	0	0	0
IFT46	61.7196	163.866	100.121	94.5527	124.107	50.5829	82.4657	139.691
GM5513	0	0	0	0	0	0	0	0
AC154766.1	0	0	0	0	0	0	0	0
PCDHB6	0	0	0.115269	0	0	0	0.107658	0.12106
GM43670	0	0	0	0	0	0	0	0
DPY19L4	16.4036	6.71558	8.1214	24.4954	0	0	14.2341	2.54777
GM5979	0	0	0	0	0	0	0	0
MSRA	27.1062	0	2.92384	7.85547	0	1.04621	4.22312	0.00965874
ACSM5	0	0	0	0	0	0	0	0
ZFP985	20.6019	1.80727	12.487	4.69891	7.52662	3.8036	0	0.286347
PLIN2	178.247	0	0.461201	0	0	0	50.8259	8.14315
FBXW20	0	0	5.15019	0	14.7841	0	0	1.80483
RPS12-PS15	0	0.350317	0	0	0	0	0	2.36319
XLR5C	0	0	0	0	0	0	0	0
GM30694	0	0	0	0.0147523	9.67776	0	4.20351	0.377642
GM13178	199.716	0	0	199.333	147.937	226.947	3.05185	73.5105
GM3147	36.2106	105.588	0	64.7484	41.4804	0	102.61	0
GM42667	0	0	0	0	0	0	0	7.94684
FUT7	9.25241	25.8435	7.85298	6.08762	44.1591	54.5577	2.71961	6.16306
IGKV6-29	0	0	0	0	0	0	0	0
GM45274	0	0	0	0	0	0	0	0
GM4822	0	0	0	0	0	0	0	0
GM43439	0	0	0	0	0	0	0	0
TRAV5N-4	0.306836	0.0130417	2.61101	0	0	0	0	4.1516
VMN1R6	0	0	0	0	0	0	0	2.46454
KRT86	0	0	19.7543	0	0	0	0	0
PDE6H	34.0729	2.79404e-09	39.9231	0	2.01395	33.825	32.4528	21.6771
GM43778	0	0	0	0	0	0	0	0
VGLL2	25.336	0	0.459761	7.37543	0	0	6.80576	16.3298
ETFBKMT	38.3087	23.1941	61.8657	93.684	15.4704	0	112.284	30.5029
TARBP2	123.384	200.317	121.82	177.545	41.3477	0	52.6129	124.32
GDF15	1.28611	0	2.69019	2.09954	156.032	0	1.36223	100.062
GM44616	0	0	0	0	0	0	10.7745	5.09096
CAPN7	42.8337	5.76093	0.204141	0	1.91033	3.17758	3.38714	6.01508
STFA3	0	0	0	0	0	0	0	0
GM7936	0	0	0	0	0	0	0	0
STYX	201.104	0	0.151858	0	0	0	6.21879	0
NRL	0.785923	0	0.0409049	14.7161	14.7687	1.52389	8.29915	5.11362
PCSK9	0.430858	0.251929	0.329133	0.095095	0.0464775	0.040529	0.288187	7.45415
GM10376	25.6965	0	0	0	9.54884e-07	0	0	2.81164e-05
LT629150.3	23.9694	0	4.23884	0	16.1406	0	13.8159	0.352451
GM44593	0	0	0	0	0	0	0	0
LRP8OS1	0	0	36.1402	32.2926	0	0	0	9.52009
HIST1H3A	0	0	0	0	0	0	0	0
OLFR320	0	0	0	0	0	0	0	0
GPX6	0	0	0	0	0	0	0	0
GM18453	0	0	0	0	0	0	0	0
GM9242	0	0	0	0	0	0	0	0
GM44586	0	0	0	0	0	0	0	0
TRBV3	0	0	0	43.7541	44.3459	0	0	0
AC154738.4	0	0	0	0	0	0	0	0
RANBP17	26.5674	0.476303	81.9919	153.51	165.694	5.43541	119.224	142.356
GADD45GIP1	0	0	0	0	0	0	0.0389588	0
BAZ1B	0.487485	5.78263	13.5026	19.9234	24.7354	0	5.4793	1.01116
PTPN4	123.427	174.802	87.7503	57.4412	119.541	29.465	73.535	64.08
GM42455	0	0	0	0	0	0	0	0
GM48389	0	0	1.61527	0	0	0	0	17.0959
GM8271	0	0	0	0	0	0	0	0
TRAJ18	0	0	0	0	0	0	0	0
TCEA3	0	36.2293	0	0	0	0	5.24507	3.22253
GM12920	0	0	0	0	0	0	0	0
SYPL	0	0	8.11609	0	74.209	0	18.5756	23.6316
OLFR1184	0	0	0	0	0	0	0	0
ZGPAT	23.5336	86.347	52.7439	67.511	17.3025	0	37.5105	39.2266
SPON1	0	0	3.70284	2.69661	7.78097	0	8.49301	20.1404
RHOX3A	16.0647	0	0	0	0	0	3.05068	8.42524
JADE3	16.5244	30.5828	21.5107	40.3356	5.13864	17.4849	20.2971	8.9132
TESK1	0	0.0160078	0.0217861	0.0371311	0.0450184	0.0456689	20.9257	0.556169
CER1	0	0	0	0	0	0	0	0
GM27230	0	0	0	0	0	0	0	0
RPGR	118.398	78.8382	81.6764	0.0564418	65.9091	0	12.0229	37.4411
GM26991	0	0	0	0	0	0	0	0
CCS	0	0	0.195525	0	0	0	1.62593	1.80018
OLFR770	5.67594	95.7366	36.9584	34.0104	36.4425	12.551	9.15005	23.1091
GM46311	0	1.17763	0	0	0	0	3.63666	0.624878
GM44459	13.377	0	0	9.30075	0.345393	0	0	0
SLC12A9	48.805	9.94288e-05	22.7846	8.84961	48.7131	0	17.7564	23.9948
OLFR928-PS1	0	0	0	0	0	0	0	0
GM5893	0.0835796	0	1.44294	6.49328	0	0.151246	24.233	33.4159
GM10251	0	0	0	0	0	0	0	0
GM12773	0	0	0	0	0	0	0	0
MSL2	0	16.4278	0.00950262	0	2.78243	1.93319	3.32384	3.22031
GM48900	0	0	0	0	0	0	0	0
GM5260	0	0	0	0	0	0	0	0
NPC2	0	0	0	0	0	0	0	0
GM4984	0	0	2.28975	1.50402	0	0	0	1.99114
ALDOC	19135.8	16442	21247.8	19129.2	12588.8	17034.5	10944	9186.19
SPOCK3	177.296	114.378	108.046	116.339	191.489	106.903	182.817	74.6528
GCSAM	202.593	132.775	109.673	110.737	47.0511	127.322	147.221	158.544
